tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
10,team202,team118,2011-10-15,champ3,"player74937, player107472, player72436",,player72434,"player65442, player68920, player19367, player205845, player63951, player20362, player140436, player72434, player207998, player180512, player64560",,"player42575, player106409, player22607",,player27046,"player147626, player65976, player16391, player169951, player141277, player27046, player88212, player7984, player108198, player173201, player92832",,5,3,1
6,team184,team39,2015-08-22,champ14,,,,,,,,,,,1,3,2
16,team239,team240,2014-11-22,champ9,,,,,,,,,,,1,2,2
18,team117,team309,2012-01-15,champ6,,,,"player186912, player46559, player34881, player152949, player209783, player113958, player113469, player31038, player87447, player133623, player55319",player152949,,,,"player189625, player71007, player50638, player205098, player12186, player184051, player183228, player18330, player140029, player212320, player185464",,3,2,1
16,team57,team207,2011-12-04,champ3,"player57191, player161192, player65500",,"player140807, player77602","player77209, player77800, player140692, player176302, player158338, player122064, player140807, player119135, player48575, player19601, player160367",,"player175848, player106338, player205169",,,"player13661, player157504, player9720, player74440, player158487, player76983, player57419, player97419, player119932, player15451, player126275",,2,0,1
7,team130,team149,2016-09-17,champ1,,,,,,,,,,,2,1,1
23,team176,team78,2015-01-31,champ2,"player168028, player4401","player180033, player56091, player6603, player95162, player26452",,"player115637, player160263, player118935, player201695, player89449, player191287, player94920, player101490, player54411, player168383, player108623",,"player126627, player89095, player53008","player210378, player141322, player55032",player94159,"player3347, player90442, player128227, player85805, player148515, player127160, player51547, player8309, player166593, player94159, player32518",,2,0,1
4,team80,team206,2015-08-28,champ8,,,,,,,,,,,0,1,2
14,team93,team341,2010-11-27,champ4,,,,,,,,,,,4,2,1
15,team7,team311,2016-01-02,champ10,,,,,,,,,,,3,1,1
12,team59,team107,2012-11-17,champ4,,,,,,,,,,,3,1,1
35,team176,team214,2011-05-01,champ2,,,,,,,,,,,3,0,1
17,team130,team98,2014-11-28,champ1,,,,,,,,,,,2,1,1
34,team183,team194,2013-04-27,champ3,,,,,,,,,,,0,1,2
3,team117,team166,2014-09-21,champ6,,,,,,,,,,,1,0,1
13,team207,team66,2011-11-06,champ3,"player71577, player15451, player205169",,player74440,"player13661, player157504, player100443, player9720, player74440, player158487, player106338, player76983, player57419, player97419, player126275",,"player98065, player141311, player14314",,"player109419, player47309","player76756, player109419, player66262, player51569, player100341, player204184, player47309, player98914, player20520, player177149, player153453",,2,1,1
18,team83,team173,2014-12-07,champ9,,,,,,,,,,,1,2,2
12,team260,team152,2011-06-10,champ11,,,,,,,,,,,1,3,2
21,team52,team322,2012-01-14,champ2,"player47812, player186118","player16690, player119246, player196504, player38955, player153356",player136220,"player150154, player130834, player64064, player196533, player50900, player136220, player139012, player122320, player100473, player193212, player4551",player4551,"player186935, player56214, player62464","player208044, player196414, player162795, player79410",player160792,"player168558, player81329, player148798, player189546, player160792, player51628, player121991, player53339, player154211, player65870, player52933",,3,1,1
3,team202,team141,2010-08-22,champ3,,,,,,,,,,,0,0,0
19,team78,team77,2013-12-28,champ2,"player53008, player103810, player85826","player3347, player197993, player177828, player57665","player127160, player57594","player210378, player104995, player128227, player174419, player146943, player127160, player126627, player57594, player89033, player55032, player89095",,"player8309, player209215, player162264","player104174, player60634, player164075, player39074","player120123, player148644","player186397, player130944, player148644, player100663, player104509, player55725, player119373, player27797, player120123, player22026, player10034",,3,3,0
2,team279,team57,2015-08-15,champ3,,,,,,,,,,,1,1,0
18,team225,team31,2018-01-21,champ5,,,,,,,,,,,2,2,0
22,team171,team240,2015-03-01,champ9,,,,,,,,,,,3,0,1
7,team250,team274,2013-09-28,champ13,,,,,,,,,,,1,1,0
8,team221,team283,2011-09-25,champ3,"player96641, player162809, player88594",,player175769,"player166771, player25893, player47108, player23151, player61581, player200056, player158551, player164568, player175769, player87564, player130659",,"player154038, player143448, player30596",,,"player149761, player88501, player114277, player119906, player138356, player136778, player10061, player109281, player126915, player29451, player103810",,4,1,1
28,team233,team302,2013-03-10,champ6,,,,,,,,,,,4,1,1
26,team250,team169,2011-03-02,champ13,"player170382, player2268",,player170382,"player27541, player10387, player53054, player212167, player46926, player188061, player11403, player170136, player148145, player50492, player171244",,"player124028, player118174, player153560",,"player120363, player35116, player16045, player195525","player120363, player195545, player52662, player35116, player16045, player188606, player195028, player32306, player67349, player192579, player169076",,1,1,0
14,team52,team291,2009-11-28,champ2,,,,,,,,,,,0,0,0
15,team133,team233,2013-12-08,champ6,,,,,,,,,,,3,3,0
1,team334,team77,2010-08-14,champ2,"player67813, player20883, player74410","player68768, player64331, player168028",,"player198588, player5841, player183938, player172849, player89183, player114478, player105873, player207917, player102961, player10034, player61105",,"player115002, player85218, player17412","player130834, player148572",,"player78348, player198592, player132917, player189780, player171170, player27797, player60224, player120123, player119373, player19373, player174264",,6,0,1
15,team6,team188,2010-12-04,champ4,,,,,,,,,,,2,1,1
28,team185,team97,2015-02-28,champ1,,,,,,,,,,,0,2,2
4,team226,team86,2014-08-31,champ8,,,,,,,,,,,2,0,1
15,team322,team305,2012-12-01,champ2,,,,,,,,,,,0,3,2
8,team14,team152,2014-09-22,champ11,"player166125, player65945, player139578","player124161, player68599, player136736, player85978, player209337","player56776, player15790, player198130","player42779, player198130, player171149, player31736, player184096, player44471, player82571, player15790, player56776, player71747, player129192",,"player11914, player3021, player94523","player163986, player109910, player138986, player86569","player74110, player58801, player63184","player58801, player63184, player46559, player74110, player162747, player14196, player33380, player64671, player111701, player40044, player30192",,1,2,2
3,team213,team273,2013-08-31,champ2,player194567,"player16690, player109536, player139679, player195808, player173007, player19720",,"player144593, player179080, player55996, player172613, player41319, player18292, player165760, player182881, player147331, player210625, player205455",,"player145621, player62464, player150754","player62314, player83119, player71959, player202476",,"player26600, player99188, player64940, player185676, player202220, player33520, player180227, player94920, player197651, player95162, player131837",,1,0,1
13,team29,team72,2009-12-06,champ13,,,,,,,,,,,1,2,2
30,team60,team6,2010-04-09,champ4,,,,,,,,,,,2,0,1
21,team42,team189,2014-01-26,champ13,,,,,,,,,,,3,0,1
1,team62,team54,2014-08-17,champ10,,,,,,,,,,,3,0,1
13,team127,team255,2016-10-29,champ0,,,,,,,,,,,1,0,1
7,team214,team192,2012-10-07,champ2,,,,,,,,,,,0,3,2
8,team352,team318,2009-10-17,champ6,,,,,,,,,,,1,1,0
24,team75,team40,2011-02-27,champ4,,,,,,,,,,,2,2,0
7,team276,team347,2013-09-29,champ13,,,,,,,,,,,0,1,2
18,team166,team133,2014-01-06,champ6,,,,,,,,,,,1,0,1
16,team225,team26,2018-01-07,champ5,,,,,,,,,,,0,0,0
6,team318,team166,2011-10-02,champ6,"player163437, player189831",,"player124368, player96514, player23632","player26600, player40596, player33742, player124368, player135560, player211819, player118329, player96514, player23632, player198275, player71690",,"player101848, player165112, player111205",,player57832,"player108407, player57832, player144812, player87293, player167890, player207234, player7710, player96978, player28666, player164568, player83884",,1,2,2
26,team307,team227,2014-02-23,champ3,,,,,,,,,,,2,4,2
9,team149,team205,2014-09-27,champ1,,,,,,,,,,,3,0,1
12,team117,team212,2011-11-20,champ6,"player49880, player193953, player142823",,"player87447, player119083, player133623","player186912, player46559, player10500, player119083, player34881, player152949, player113958, player113469, player87447, player133623, player77225",player10500,"player139804, player46232, player56281",,"player153959, player198011, player112514","player185773, player42433, player118768, player52434, player198011, player148400, player110103, player111865, player144685, player153959, player112514",player112514,1,0,1
31,team51,team56,2011-04-02,champ2,,,,,,,,,,,2,1,1
26,team249,team42,2013-03-02,champ13,"player190683, player152301, player11733","player2823, player77304, player129771, player68501","player161447, player89810, player118676, player11733","player58691, player33641, player137575, player161921, player73659, player116989, player207917, player89810, player21332, player74713, player118676",,"player159174, player3744, player172139","player139979, player143540, player166593, player181390","player139541, player7812, player69884","player32937, player50802, player139541, player30439, player69884, player7812, player110391, player193942, player113939, player136476, player37538",player32937,2,1,1
24,team133,team258,2011-02-06,champ6,"player114854, player123467","player79531, player110843, player128651, player89449, player134038",player189831,"player65337, player87854, player56731, player145879, player104032, player119589, player189831, player75245, player165721, player136027, player208168",,"player100363, player171013, player46469","player59953, player79539, player151391, player28291",player26492,"player65356, player148746, player79473, player65212, player30038, player211736, player138494, player163706, player39012, player26492, player113223",player29992,5,3,1
9,team89,team215,2011-10-15,champ4,"player141388, player192702, player190153",,"player52156, player141388","player20738, player177990, player176373, player103652, player201024, player65180, player156807, player131599, player52156, player94771, player106532",,"player4423, player186872, player74768",,"player185626, player186872","player168400, player83884, player140755, player38432, player163684, player185626, player190557, player104227, player197752, player136950, player208311",,2,1,1
6,team255,team340,2015-08-22,champ0,,,,,,,,,,,1,0,1
11,team135,team191,2011-11-05,champ2,"player134434, player165350","player122009, player131624, player192130, player53803, player28973",player18039,"player81561, player48792, player175769, player209494, player183028, player182235, player18039, player145031, player27169, player105067, player191030",,"player55934, player16142, player177138","player134240, player83807, player155778, player124287",player16142,"player190069, player149578, player97989, player156031, player85386, player177314, player115177, player31559, player163203, player2536, player54737",,2,3,2
